"","stateabbr","block_fips","hu2010","hu2011","hu2012","hu2013","hu2014","hu2015","hu2016","hu2017","pop2010","pop2011","pop2012","pop2013","pop2014","pop2015","pop2016","pop2017","hh2010","hh2011","hh2012","hh2013","hh2014","hh2015","hh2016","hh2017","TractCode"
"10090049","VT",500019602001005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090050","VT",500019602001006,23,23,23,23,23,23,23,23,63,63,62,62,62,62,62,62,23,23,23,23,23,23,23,23,"50001960200"
"10090051","VT",500019602001007,39,39,39,39,39,39,39,39,89,89,88,88,88,88,89,89,38,38,38,38,38,38,38,38,"50001960200"
"10090052","VT",500019602001008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090053","VT",500019602001009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090054","VT",500019602001010,31,31,31,31,31,31,31,31,63,64,63,63,63,63,63,63,29,29,29,29,29,29,29,29,"50001960200"
"10090055","VT",500019602001011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090056","VT",500019602001012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090057","VT",500019602001013,3,3,3,5,5,5,5,6,8,8,8,8,8,8,8,8,3,3,3,5,5,5,5,6,"50001960200"
"10090058","VT",500019602001014,51,52,52,52,52,52,53,54,121,121,120,120,120,120,120,120,46,46.902,46.902,46.902,46.902,46.902,47.804,48.706,"50001960200"
"10090059","VT",500019602001015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090060","VT",500019602001016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090061","VT",500019602001017,12,12,12,12,12,12,12,12,27,27,27,27,27,27,27,27,12,12,12,12,12,12,12,12,"50001960200"
"10090062","VT",500019602001018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090063","VT",500019602001019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090064","VT",500019602001020,17,17,17,17,18,19,19,19,56,56,55,55,55,55,55,55,17,17,17,17,18,19,19,19,"50001960200"
"10090065","VT",500019602001021,4,4,4,4,4,4,4,4,15,15,15,15,15,15,15,15,4,4,4,4,4,4,4,4,"50001960200"
"10090066","VT",500019602001022,4,4,4,4,4,4,4,4,12,12,12,12,12,12,12,12,4,4,4,4,4,4,4,4,"50001960200"
"10090067","VT",500019602001023,48,48,48,48,48,48,49,49,128,128,127,127,128,128,128,128,46,46,46,46,46,46,46.9583,46.9583,"50001960200"
"10090068","VT",500019602001024,1,1,1,1,1,1,1,2,5,6,6,6,6,6,6,6,1,1,1,1,1,1,1,2,"50001960200"
"10090069","VT",500019602001025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090070","VT",500019602001026,6,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,4,"50001960200"
"10090071","VT",500019602001027,24,24,24,24,24,24,24,24,63,63,62,62,62,62,62,62,24,24,24,24,24,24,24,24,"50001960200"
"10090072","VT",500019602001028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090073","VT",500019602001029,108,108,109,109,110,111,112,114,294,294,293,294,295,295,296,289,104,104,104.963,104.963,105.926,106.889,107.852,109.778,"50001960200"
"10090074","VT",500019602001030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090075","VT",500019602001031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090076","VT",500019602001032,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,4,4,4,4,4,4,4,4,"50001960200"
"10090077","VT",500019602001033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090078","VT",500019602001034,21,21,21,21,21,21,21,21,46,46,46,46,46,46,46,46,20,20,20,20,20,20,20,20,"50001960200"
"10090079","VT",500019602001035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090080","VT",500019602001036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090081","VT",500019602001037,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,"50001960200"
"10090082","VT",500019602001038,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,"50001960200"
"10090083","VT",500019602001039,15,15,15,15,15,15,15,15,38,38,38,38,38,38,38,38,14,14,14,14,14,14,14,14,"50001960200"
"10090084","VT",500019602001040,8,8,8,8,8,8,8,8,23,23,23,23,23,23,23,23,8,8,8,8,8,8,8,8,"50001960200"
"10090085","VT",500019602001041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090086","VT",500019602001042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090087","VT",500019602001043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090088","VT",500019602001044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090089","VT",500019602001045,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1.6806,1.6806,1.6806,1.6806,"50001960200"
"10090090","VT",500019602001046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090091","VT",500019602001047,21,21,21,21,22,22,22,24,47,47,47,47,47,47,47,47,20,20,20,20,20.9524,20.9524,20.9524,22.8572,"50001960200"
"10090092","VT",500019602001048,17,17,17,17,17,17,17,17,36,36,36,36,36,36,36,36,17,17,17,17,17,17,17,17,"50001960200"
"10090093","VT",500019602001049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090094","VT",500019602001050,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,"50001960200"
"10090095","VT",500019602001051,2,2,2,2,2,2,2,2,8,8,8,8,8,8,8,8,2,2,2,2,2,2,2,2,"50001960200"
"10090096","VT",500019602001052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090097","VT",500019602001053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090098","VT",500019602001054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090099","VT",500019602001055,5,5,5,5,5,5,5,5,10,10,10,10,10,10,10,10,5,5,5,5,5,5,5,5,"50001960200"
"10090100","VT",500019602001056,9,9,9,9,9,9,9,10,18,18,18,18,18,18,18,18,9,9,9,9,9,9,9,10,"50001960200"
"10090101","VT",500019602001057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090102","VT",500019602001058,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,"50001960200"
"10090103","VT",500019602001059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090104","VT",500019602001060,40,40,40,40,40,40,40,40,72,72,71,71,71,71,71,71,38,38,38,38,38,38,38,38,"50001960200"
"10090105","VT",500019602001061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090106","VT",500019602001062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090107","VT",500019602001063,4,4,4,5,5,5,5,5,4,4,4,4,4,4,4,4,2,2,2,2.5,2.5,2.5,2.5,2.5,"50001960200"
"10090108","VT",500019602001064,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,3,3,3,3,3,3,3,3,"50001960200"
"10090109","VT",500019602001065,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,"50001960200"
"10090110","VT",500019602001066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090111","VT",500019602001067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090112","VT",500019602001068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090113","VT",500019602001069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090114","VT",500019602001070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090115","VT",500019602002000,24,24,24,24,24,24,24,25,54,54,53,53,53,53,53,53,22,22,22,22,22,22,22,22.9167,"50001960200"
"10090116","VT",500019602002001,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,"50001960200"
"10090117","VT",500019602002002,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,"50001960200"
"10090118","VT",500019602002003,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,"50001960200"
"10090119","VT",500019602002004,4,4,4,4,4,4,4,4,11,11,11,11,11,11,11,11,4,4,4,4,4,4,4,4,"50001960200"
"10090120","VT",500019602002005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090121","VT",500019602002006,81,81,81,81,81,81,82,82,37,37,37,37,37,37,37,37,18,18,18,18,18,18,18.2222,18.2222,"50001960200"
"10090122","VT",500019602002007,9,9,9,9,9,9,9,9,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,"50001960200"
"10090123","VT",500019602002008,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,"50001960200"
"10090124","VT",500019602002009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090125","VT",500019602002010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090126","VT",500019602002011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090127","VT",500019602002012,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090128","VT",500019602002013,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,"50001960200"
"10090129","VT",500019602002014,12,12,12,12,12,12,12,12,23,23,23,23,23,23,23,23,10,10,10,10,10,10,10,10,"50001960200"
"10090130","VT",500019602002015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090131","VT",500019602002016,57,57,57,57,58,58,58,59,27,27,27,27,28,28,28,28,12,12,12,12,12.2105,12.2105,12.2105,12.421,"50001960200"
"10090132","VT",500019602002017,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,4,"50001960200"
"10090133","VT",500019602002018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090134","VT",500019602002019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090135","VT",500019602002020,31,31,31,31,31,31,31,31,50,50,50,50,50,50,50,50,24,24,24,24,24,24,24,24,"50001960200"
"10090136","VT",500019602002021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090137","VT",500019602002022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090138","VT",500019602002023,78,79,79,79,79,80,80,81,33,33,33,33,33,33,33,33,17,17.2179,17.2179,17.2179,17.2179,17.4358,17.4358,17.6537,"50001960200"
"10090139","VT",500019602002024,55,55,55,55,56,57,58,60,14,16,16,17,18,18,18,18,7,7,7,7,7.1273,7.2546,7.3819,7.6365,"50001960200"
"10090140","VT",500019602002025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090141","VT",500019602002026,21,21,21,21,21,21,21,21,35,35,35,35,35,35,35,35,15,15,15,15,15,15,15,15,"50001960200"
"10090142","VT",500019602002027,14,14,14,14,15,15,15,16,11,11,11,11,11,11,11,11,4,4,4,4,4.2857,4.2857,4.2857,4.5714,"50001960200"
"10090143","VT",500019602002028,11,11,11,11,11,11,11,12,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2.1818,"50001960200"
"10090144","VT",500019602002029,42,42,42,42,42,42,42,44,39,39,39,39,39,39,39,39,17,17,17,17,17,17,17,17.8096,"50001960200"
"10090145","VT",500019602002030,24,24,24,24,24,24,24,24,17,17,17,17,17,17,17,17,9,9,9,9,9,9,9,9,"50001960200"
"10090146","VT",500019602002031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090147","VT",500019602002032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090148","VT",500019602002033,31,31,31,31,32,32,32,34,76,76,75,75,75,75,75,75,29,29,29,29,29.9355,29.9355,29.9355,31.8065,"50001960200"
"10090149","VT",500019602002034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090150","VT",500019602002035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090151","VT",500019602002036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090152","VT",500019602002037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090153","VT",500019602002038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090154","VT",500019602002039,9,9,9,9,9,9,9,10,14,14,14,14,14,14,14,14,6,6,6,6,6,6,6,6.6667,"50001960200"
"10090155","VT",500019602002040,21,21,21,21,21,21,21,22,64,64,64,64,64,64,65,65,20,20,20,20,20,20,20,20.9524,"50001960200"
"10090156","VT",500019602002041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090157","VT",500019602002042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090158","VT",500019602002043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090159","VT",500019602002044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090160","VT",500019602002045,19,19,19,19,19,19,19,19,41,41,41,41,41,41,41,41,17,17,17,17,17,17,17,17,"50001960200"
"10090161","VT",500019602002046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090162","VT",500019602002047,7,7,7,7,7,7,7,7,12,12,12,12,12,12,12,12,6,6,6,6,6,6,6,6,"50001960200"
"10090163","VT",500019602002048,7,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11,6,6,6,6,6,6,6,6,"50001960200"
"10090164","VT",500019602002049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090165","VT",500019602002050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090166","VT",500019602002051,20,20,20,20,20,20,20,20,36,37,37,37,37,37,37,37,17,17,17,17,17,17,17,17,"50001960200"
"10090167","VT",500019602002052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090168","VT",500019602002053,33,33,33,33,33,33,33,34,87,88,88,88,88,88,88,88,32,32,32,32,32,32,32,32.9697,"50001960200"
"10090169","VT",500019602002054,11,11,11,11,11,11,11,11,29,29,29,29,29,29,29,29,11,11,11,11,11,11,11,11,"50001960200"
"10090170","VT",500019602002055,12,12,12,12,12,12,12,12,28,28,28,28,28,28,28,28,10,10,10,10,10,10,10,10,"50001960200"
"10090171","VT",500019602002056,11,11,11,11,11,11,11,11,25,25,25,25,25,25,25,25,11,11,11,11,11,11,11,11,"50001960200"
"10090172","VT",500019602002057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090173","VT",500019602002058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090174","VT",500019602002059,8,8,8,8,8,8,8,8,15,17,17,17,17,17,17,17,8,8,8,8,8,8,8,8,"50001960200"
"10090175","VT",500019602002060,6,6,6,6,6,6,6,6,10,10,10,10,10,10,10,10,6,6,6,6,6,6,6,6,"50001960200"
"10090176","VT",500019602002061,3,3,3,3,3,3,3,4,7,7,7,7,7,7,7,7,3,3,3,3,3,3,3,4,"50001960200"
"10090177","VT",500019602002062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090178","VT",500019602002063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090179","VT",500019602002064,33,33,33,33,33,33,33,33,91,91,91,91,91,91,91,91,32,32,32,32,32,32,32,32,"50001960200"
"10090180","VT",500019602002065,3,3,3,3,3,3,4,4,6,6,6,6,6,6,6,6,3,3,3,3,3,3,4,4,"50001960200"
"10090181","VT",500019602002066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090182","VT",500019602002067,5,5,5,5,5,5,5,5,14,14,14,14,14,14,14,14,5,5,5,5,5,5,5,5,"50001960200"
"10090183","VT",500019602002068,18,18,18,18,18,18,18,20,49,49,49,50,50,50,51,51,17,17,17,17,17,17,17,18.8888,"50001960200"
"10090184","VT",500019602002069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090185","VT",500019602002070,6,6,6,6,6,6,6,6,13,13,13,13,13,13,13,13,5,5,5,5,5,5,5,5,"50001960200"
"10090186","VT",500019602002071,19,19,19,19,19,19,20,20,46,46,46,46,46,46,46,46,19,19,19,19,19,19,20,20,"50001960200"
"10090187","VT",500019602002072,15,15,15,15,15,15,15,15,43,43,43,43,44,44,44,44,14,14,14,14,14,14,14,14,"50001960200"
"10090188","VT",500019602002073,6,6,6,6,6,6,6,7,17,17,17,17,18,18,18,18,6,6,6,6,6,6,6,7,"50001960200"
"10090189","VT",500019602002074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090190","VT",500019602002075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090191","VT",500019602002076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090192","VT",500019602002077,10,10,10,10,10,10,11,11,21,21,21,21,21,21,21,21,10,10,10,10,10,10,11,11,"50001960200"
"10090193","VT",500019602002078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090194","VT",500019602002079,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3,"50001960200"
"10090195","VT",500019602002080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090196","VT",500019602002081,3,3,3,3,3,3,3,3,8,8,8,9,9,9,9,9,3,3,3,3,3,3,3,3,"50001960200"
"10090197","VT",500019602002082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090198","VT",500019602002083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090199","VT",500019602002084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090200","VT",500019602002085,13,13,13,13,13,13,13,14,19,19,19,19,19,19,19,19,10,10,10,10,10,10,10,10.7692,"50001960200"
"10090201","VT",500019602002086,17,17,17,17,17,17,17,17,47,47,47,47,47,47,47,47,16,16,16,16,16,16,16,16,"50001960200"
"10090202","VT",500019602002087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090203","VT",500019602002088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090204","VT",500019602002089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090205","VT",500019602002090,6,6,6,6,6,6,6,7,21,21,21,21,21,21,22,22,6,6,6,6,6,6,6,7,"50001960200"
"10090206","VT",500019602002091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090207","VT",500019602002092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090208","VT",500019602002093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090209","VT",500019602002094,7,7,7,7,8,8,8,8,10,10,10,10,11,11,11,11,4,4,4,4,4.5714,4.5714,4.5714,4.5714,"50001960200"
"10090210","VT",500019602002095,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,"50001960200"
"10090211","VT",500019602002096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090212","VT",500019602002097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090213","VT",500019602002098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090214","VT",500019602002099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090215","VT",500019602002100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090216","VT",500019602002101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090217","VT",500019602002102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090218","VT",500019602002103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090219","VT",500019602002104,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2.6667,2.6667,"50001960200"
"10090220","VT",500019602002105,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8403,"50001960200"
"10090221","VT",500019602002106,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,"50001960200"
"10090222","VT",500019602002107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090223","VT",500019602002108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090224","VT",500019602002109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090225","VT",500019602002110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090226","VT",500019602002111,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8403,0.8403,0.8403,0.8403,"50001960200"
"10090227","VT",500019602002112,14,15,15,15,15,15,15,15,28,28,28,28,28,28,28,28,12,12.8571,12.8571,12.8571,12.8571,12.8571,12.8571,12.8571,"50001960200"
"10090228","VT",500019602002113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090229","VT",500019602002114,14,14,14,14,14,14,15,15,32,32,32,32,32,32,32,32,14,14,14,14,14,14,15,15,"50001960200"
"10090230","VT",500019602002115,4,4,4,4,4,4,4,4,10,10,10,10,10,10,10,10,4,4,4,4,4,4,4,4,"50001960200"
"10090231","VT",500019602002116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090232","VT",500019602002117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090233","VT",500019602002118,27,27,27,27,27,27,27,27,39,39,39,39,39,39,39,39,17,17,17,17,17,17,17,17,"50001960200"
"10090234","VT",500019602002119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090235","VT",500019602002120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090236","VT",500019602002121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090237","VT",500019602002122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090238","VT",500019602002123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960200"
"10090239","VT",500019603001000,68,68,68,69,70,70,70,71,167,167,167,167,167,167,167,167,61,61,61,61.8971,62.7942,62.7942,62.7942,63.6913,"50001960300"
"10090240","VT",500019603001001,10,10,10,10,10,10,10,10,18,19,19,19,19,19,19,19,9,9,9,9,9,9,9,9,"50001960300"
"10090241","VT",500019603001002,4,4,4,4,4,4,4,4,257,257,257,257,257,257,257,250,4,4,4,4,4,4,4,4,"50001960300"
"10090242","VT",500019603001003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"50001960300"
"10090243","VT",500019603001004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50001960300"
"10090244","VT",500019603001005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8403,"50001960300"
"10090245","VT",500019603001006,21,21,21,21,21,21,21,21,41,41,41,41,41,41,41,41,20,20,20,20,20,20,20,20,"50001960300"
